region,tested,group,sub_group,weight_class,lift,member_name,kgs,lbs,record_date
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 50 TO 54,82.5kg/181.7lb,Bench,Record Preset,77.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 50 TO 54,90kg/198.2lb,Bench,Record Preset,85.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 50 TO 54,48kg/105.7lb,Bench,Record Preset,50.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 50 TO 54,44kg/97lb,Bench,Record Preset,47.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 50 TO 54,90+kg/UNL,Bench,Lynn Bassett,87.50,192.90,7/11/2019
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,52kg/114.5lb,Bench,Record Preset,50.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,56kg/123.5lb,Bench,Record Preset,52.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,60kg/132.2lb,Bench,Record Preset,55.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,67.5kg/148.7lb,Bench,Sally Goldman,75.00,165.30,11/8/2018
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,75kg/165.2lb,Bench,Record Preset,65.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,82.5kg/181.7lb,Bench,Maggie Kuhn,77.50,170.90,7/11/2019
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,90kg/198.2lb,Bench,Record Preset,75.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,48kg/105.7lb,Bench,Record Preset,45.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,44kg/97lb,Bench,Imelda Fowler,47.50,104.70,11/8/2018
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 55 TO 59,90+kg/UNL,Bench,Charlotte  Wareing,107.50,237.00,11/8/2018
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,52kg/114.5lb,Bench,Record Preset,42.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,56kg/123.5lb,Bench,Shanda Guard,65.00,143.30,11/8/2018
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,60kg/132.2lb,Bench,Record Preset,47.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,67.5kg/148.7lb,Bench,Linda Franklin,63.00,138.90,7/27/2019
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,75kg/165.2lb,Bench,Barbara Taylor,87.50,192.90,7/27/2019
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,82.5kg/181.7lb,Bench,Record Preset,62.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,90kg/198.2lb,Bench,Record Preset,65.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,48kg/105.7lb,Bench,Peggy Box,60.00,132.30,10/1/2017
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,44kg/97lb,Bench,Record Preset,37.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 60 TO 64,90+kg/UNL,Bench,Record Preset,70.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,52kg/114.5lb,Bench,Record Preset,40.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,56kg/123.5lb,Bench,Record Preset,42.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,60kg/132.2lb,Bench,Record Preset,45.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,67.5kg/148.7lb,Bench,Record Preset,50.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,75kg/165.2lb,Bench,Record Preset,52.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,82.5kg/181.7lb,Bench,Linda Arvey,72.50,159.80,7/11/2019
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,90kg/198.2lb,Bench,Record Preset,62.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,48kg/105.7lb,Bench,Record Preset,37.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,44kg/97lb,Bench,Record Preset,35.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 65 TO 69,90+kg/UNL,Bench,Record Preset,65.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,52kg/114.5lb,Bench,Record Preset,37.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,56kg/123.5lb,Bench,Record Preset,40.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,60kg/132.2lb,Bench,Record Preset,42.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,67.5kg/148.7lb,Bench,Record Preset,45.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,75kg/165.2lb,Bench,Record Preset,50.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,82.5kg/181.7lb,Bench,Record Preset,52.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,90kg/198.2lb,Bench,Record Preset,57.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,48kg/105.7lb,Bench,Record Preset,35.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,44kg/97lb,Bench,Record Preset,32.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 70 TO 74,90+kg/UNL,Bench,Record Preset,60.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,52kg/114.5lb,Bench,Record Preset,32.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,56kg/123.5lb,Bench,Record Preset,35.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,60kg/132.2lb,Bench,Sandy Scott,45.00,99.20,10/1/2017
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,67.5kg/148.7lb,Bench,Record Preset,40.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,75kg/165.2lb,Bench,Record Preset,45.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,82.5kg/181.7lb,Bench,Record Preset,47.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,90kg/198.2lb,Bench,Record Preset,50.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,48kg/105.7lb,Bench,Record Preset,30.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,44kg/97lb,Bench,Record Preset,27.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 75 TO 79,90+kg/UNL,Bench,Record Preset,52.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,52kg/114.5lb,Bench,Record Preset,27.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,56kg/123.5lb,Bench,Record Preset,30.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,60kg/132.2lb,Bench,Record Preset,32.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,67.5kg/148.7lb,Bench,Record Preset,35.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,75kg/165.2lb,Bench,Record Preset,37.50,82.70,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,82.5kg/181.7lb,Bench,Record Preset,42.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,90kg/198.2lb,Bench,Record Preset,45.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,48kg/105.7lb,Bench,Record Preset,27.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,44kg/97lb,Bench,Record Preset,25.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER WOMEN 80 TO 84,90+kg/UNL,Bench,Record Preset,47.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,52kg/114.5lb,Bench,Record Preset,55.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,56kg/123.5lb,Bench,Akhmedova Liliia,72.50,159.80,4/21/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,60kg/132.2lb,Bench,Dluzhnevskaya Vladislava,102.50,226.00,4/21/2016
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,67.5kg/148.7lb,Bench,Samojlenko Alla,70.00,154.30,4/21/2016
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,75kg/165.2lb,Bench,Record Preset,72.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,82.5kg/181.7lb,Bench,Record Preset,80.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,90kg/198.2lb,Bench,Record Preset,85.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,48kg/105.7lb,Bench,Record Preset,52.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,44kg/97lb,Bench,Record Preset,47.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 13 TO 15,90+kg/UNL,Bench,Record Preset,90.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,52kg/114.5lb,Bench,Record Preset,60.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,56kg/123.5lb,Bench,Record Preset,65.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,60kg/132.2lb,Bench,Shishkina Olesia,82.50,181.90,4/21/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,67.5kg/148.7lb,Bench,Record Preset,75.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,75kg/165.2lb,Bench,Record Preset,80.00,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,82.5kg/181.7lb,Bench,Record Preset,87.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,90kg/198.2lb,Bench,Record Preset,92.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,48kg/105.7lb,Bench,Kovaleva Tatiana,65.00,143.30,4/21/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,44kg/97lb,Bench,Record Preset,52.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 16 TO 17,90+kg/UNL,Bench,Record Preset,97.50,0.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,52kg/114.5lb,Bench,Record Preset,60.00,132.30,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,56kg/123.5lb,Bench,Maria Sanchez,72.50,159.80,6/23/2018
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,60kg/132.2lb,Bench,Shishkina Olesia,82.50,181.90,4/20/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,67.5kg/148.7lb,Bench,Record Preset,75.00,165.30,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,75kg/165.2lb,Bench,Cindy HoanG-Tran,80.00,176.40,7/11/2019
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,82.5kg/181.7lb,Bench,Record Preset,87.50,192.90,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,90kg/198.2lb,Bench,Record Preset,92.50,203.90,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,48kg/105.7lb,Bench,Kovaleva Tatiana,65.00,143.30,4/20/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,44kg/97lb,Bench,Record Preset,52.50,115.70,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 20 TO 23,90+kg/UNL,Bench,Record Preset,97.50,215.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,52kg/114.5lb,Bench,Record Preset,85.00,187.40,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,56kg/123.5lb,Bench,Record Preset,92.50,203.90,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,60kg/132.2lb,Bench,Sergeiy Mоrоzоv,117.50,259.00,9/19/2015
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,67.5kg/148.7lb,Bench,Record Preset,112.50,248.00,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,75kg/165.2lb,Bench,Jacob Haley,147.50,325.20,10/1/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,82.5kg/181.7lb,Bench,Denis Govorunov,177.50,391.30,12/17/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,90kg/198.2lb,Bench,Ivan Pustovalov,152.50,336.20,5/26/2018
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,100kg/220lb,Bench,Korshunkov Ilia,155.00,341.70,4/20/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,110kg/242lb,Bench,Record Preset,152.50,336.20,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,125kg/275lb,Bench,Ibrahim Shaheed,190.00,418.90,7/27/2019
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,140kg/308.5lb,Bench,Aleksandr Antoch,175.00,385.80,8/24/2019
IPL World,Drug Tested,RAW Bench Only,JUNIOR MEN 15 TO 19,140+kg/SHW,Bench,Record Preset,167.50,369.30,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,52kg/114.5lb,Bench,Kristina Shikina,55.00,121.30,12/15/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,56kg/123.5lb,Bench,Akhmedova Liliia,72.50,159.80,4/20/2017
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,60kg/132.2lb,Bench,Dluzhnevskaia Vladislava,102.50,226.00,4/21/2016
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,67.5kg/148.7lb,Bench,Samojlenko Alla,70.00,154.30,4/21/2016
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,75kg/165.2lb,Bench,Record Preset,72.50,159.80,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,82.5kg/181.7lb,Bench,Record Preset,80.00,176.40,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,90kg/198.2lb,Bench,Record Preset,85.00,187.40,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,48kg/105.7lb,Bench,Olesya Geraseva,52.50,115.70,11/11/2018
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,44kg/97lb,Bench,Record Preset,47.50,104.70,10/4/2011
IPL World,Drug Tested,RAW Bench Only,JUNIOR WOMEN 15 TO 19,90+kg/UNL,Bench,Record Preset,90.00,198.40,10/4/2011
IPL World,Drug Tested,RAW Bench Only,MASTER MEN 85+,125kg/275lb,Bench,Ted Lindberg,100.00,220.50,11/11/2018
